%
%
%

@RELATION UCI_Iris

@ATTRIBUTE A1	REAL
@ATTRIBUTE A2	REAL
@ATTRIBUTE A3	REAL
@ATTRIBUTE A4	REAL
@ATTRIBUTE class	{0,1,2}

@DATA
5.19999980927,4.09999990463,1.5,0.10000000149,0
5.5,4.19999980927,1.39999997616,0.20000000298,0
4.90000009537,3.09999990463,1.5,0.10000000149,0
5.0,3.20000004768,1.20000004768,0.20000000298,0
5.5,3.5,1.29999995232,0.20000000298,0
4.90000009537,3.09999990463,1.5,0.10000000149,0
4.40000009537,3.0,1.29999995232,0.20000000298,0
5.09999990463,3.40000009537,1.5,0.20000000298,0
5.0,3.5,1.29999995232,0.300000011921,0
4.5,2.29999995232,1.29999995232,0.300000011921,0
4.40000009537,3.20000004768,1.29999995232,0.20000000298,0
5.0,3.5,1.60000002384,0.600000023842,0
5.09999990463,3.79999995232,1.89999997616,0.40000000596,0
4.80000019073,3.0,1.39999997616,0.300000011921,0
5.09999990463,3.79999995232,1.60000002384,0.20000000298,0
4.59999990463,3.20000004768,1.39999997616,0.20000000298,0
5.30000019073,3.70000004768,1.5,0.20000000298,0
5.0,3.29999995232,1.39999997616,0.20000000298,0
7.0,3.20000004768,4.69999980927,1.39999997616,1
6.40000009537,3.20000004768,4.5,1.5,1
6.90000009537,3.09999990463,4.90000009537,1.5,1
5.5,2.29999995232,4.0,1.29999995232,1
6.5,2.79999995232,4.59999990463,1.5,1
5.69999980927,2.79999995232,4.5,1.29999995232,1
6.30000019073,3.29999995232,4.69999980927,1.60000002384,1
4.90000009537,2.40000009537,3.29999995232,1.0,1
6.59999990463,2.90000009537,4.59999990463,1.29999995232,1
5.19999980927,2.70000004768,3.90000009537,1.39999997616,1
5.0,2.0,3.5,1.0,1
5.90000009537,3.0,4.19999980927,1.5,1
6.0,2.20000004768,4.0,1.0,1
6.09999990463,2.90000009537,4.69999980927,1.39999997616,1
5.59999990463,2.90000009537,3.59999990463,1.29999995232,1
6.69999980927,3.09999990463,4.40000009537,1.39999997616,1
5.59999990463,3.0,4.5,1.5,1
5.80000019073,2.70000004768,4.09999990463,1.0,1
6.19999980927,2.20000004768,4.5,1.5,1
5.59999990463,2.5,3.90000009537,1.10000002384,1
5.90000009537,3.20000004768,4.80000019073,1.79999995232,1
6.09999990463,2.79999995232,4.0,1.29999995232,1
6.30000019073,2.5,4.90000009537,1.5,1
6.09999990463,2.79999995232,4.69999980927,1.20000004768,1
6.40000009537,2.90000009537,4.30000019073,1.29999995232,1
6.59999990463,3.0,4.40000009537,1.39999997616,1
6.80000019073,2.79999995232,4.80000019073,1.39999997616,1
6.69999980927,3.0,5.0,1.70000004768,1
6.0,2.90000009537,4.5,1.5,1
5.69999980927,2.59999990463,3.5,1.0,1
5.5,2.40000009537,3.79999995232,1.10000002384,1
5.5,2.40000009537,3.70000004768,1.0,1
5.80000019073,2.70000004768,3.90000009537,1.20000004768,1
6.0,2.70000004768,5.09999990463,1.60000002384,1
5.40000009537,3.0,4.5,1.5,1
6.0,3.40000009537,4.5,1.60000002384,1
6.69999980927,3.09999990463,4.69999980927,1.5,1
6.30000019073,2.29999995232,4.40000009537,1.29999995232,1
5.59999990463,3.0,4.09999990463,1.29999995232,1
5.5,2.5,4.0,1.29999995232,1
5.5,2.59999990463,4.40000009537,1.20000004768,1
6.09999990463,3.0,4.59999990463,1.39999997616,1
5.80000019073,2.59999990463,4.0,1.20000004768,1
5.0,2.29999995232,3.29999995232,1.0,1
5.59999990463,2.70000004768,4.19999980927,1.29999995232,1
5.69999980927,3.0,4.19999980927,1.20000004768,1
5.69999980927,2.90000009537,4.19999980927,1.29999995232,1
6.19999980927,2.90000009537,4.30000019073,1.29999995232,1
5.09999990463,2.5,3.0,1.10000002384,1
5.69999980927,2.79999995232,4.09999990463,1.29999995232,1
6.30000019073,3.29999995232,6.0,2.5,2
5.80000019073,2.70000004768,5.09999990463,1.89999997616,2
7.09999990463,3.0,5.90000009537,2.09999990463,2
6.30000019073,2.90000009537,5.59999990463,1.79999995232,2
6.5,3.0,5.80000019073,2.20000004768,2
7.59999990463,3.0,6.59999990463,2.09999990463,2
4.90000009537,2.5,4.5,1.70000004768,2
7.30000019073,2.90000009537,6.30000019073,1.79999995232,2
6.69999980927,2.5,5.80000019073,1.79999995232,2
7.19999980927,3.59999990463,6.09999990463,2.5,2
6.5,3.20000004768,5.09999990463,2.0,2
6.40000009537,2.70000004768,5.30000019073,1.89999997616,2
6.80000019073,3.0,5.5,2.09999990463,2
5.69999980927,2.5,5.0,2.0,2
5.80000019073,2.79999995232,5.09999990463,2.40000009537,2
6.40000009537,3.20000004768,5.30000019073,2.29999995232,2
6.5,3.0,5.5,1.79999995232,2
7.69999980927,3.79999995232,6.69999980927,2.20000004768,2
7.69999980927,2.59999990463,6.90000009537,2.29999995232,2
6.0,2.20000004768,5.0,1.5,2
6.90000009537,3.20000004768,5.69999980927,2.29999995232,2
5.59999990463,2.79999995232,4.90000009537,2.0,2
7.69999980927,2.79999995232,6.69999980927,2.0,2
6.30000019073,2.70000004768,4.90000009537,1.79999995232,2
6.69999980927,3.29999995232,5.69999980927,2.09999990463,2
7.19999980927,3.20000004768,6.0,1.79999995232,2
6.19999980927,2.79999995232,4.80000019073,1.79999995232,2
6.09999990463,3.0,4.90000009537,1.79999995232,2
6.40000009537,2.79999995232,5.59999990463,2.09999990463,2
7.19999980927,3.0,5.80000019073,1.60000002384,2
7.40000009537,2.79999995232,6.09999990463,1.89999997616,2
7.90000009537,3.79999995232,6.40000009537,2.0,2
6.40000009537,2.79999995232,5.59999990463,2.20000004768,2
6.30000019073,2.79999995232,5.09999990463,1.5,2
6.09999990463,2.59999990463,5.59999990463,1.39999997616,2
7.69999980927,3.0,6.09999990463,2.29999995232,2
6.30000019073,3.40000009537,5.59999990463,2.40000009537,2
6.40000009537,3.09999990463,5.5,1.79999995232,2
6.0,3.0,4.80000019073,1.79999995232,2
6.90000009537,3.09999990463,5.40000009537,2.09999990463,2
6.69999980927,3.09999990463,5.59999990463,2.40000009537,2
6.90000009537,3.09999990463,5.09999990463,2.29999995232,2
5.80000019073,2.70000004768,5.09999990463,1.89999997616,2
6.80000019073,3.20000004768,5.90000009537,2.29999995232,2
6.69999980927,3.29999995232,5.69999980927,2.5,2
6.69999980927,3.0,5.19999980927,2.29999995232,2
6.30000019073,2.5,5.0,1.89999997616,2
6.5,3.0,5.19999980927,2.0,2
6.19999980927,3.40000009537,5.40000009537,2.29999995232,2
5.90000009537,3.0,5.09999990463,1.79999995232,2
%
%
%

